iter	RMSE
614	0.911272314
615	0.910626709
616	0.909171018
617	0.908255959
618	0.9066097374
619	0.9034180832
620	0.9018518264
621	0.9005820085
622	0.8995035561
623	0.8981692627
624	0.895995532
625	0.8950886887
626	0.8937204823
627	0.893345543
628	0.8909394063
629	0.8905193249
630	0.888648522
631	0.8873556732
632	0.8859852542
633	0.8849983411
634	0.8832836572
635	0.8830091786
636	0.8815554343
637	0.880451775
638	0.8776495517
639	0.8755598869
640	0.8734908165
641	0.8721570719
642	0.8709585169
643	0.8705560254
644	0.8696623306
645	0.8679471694
646	0.8657979941
647	0.8632645874
648	0.8619810981
649	0.8602683449
650	0.8582581438
651	0.8558658206
652	0.8541712292
653	0.8523756669
654	0.8502176926
655	0.8481577554
656	0.8466276741
657	0.8440938663
658	0.8417669353
659	0.8397615193
660	0.8379152341
661	0.8363252712
662	0.835462393
663	0.8330045865
664	0.8313886665
665	0.8293096966
666	0.8271219015
667	0.8253245491
668	0.8234514544
669	0.8212896836
670	0.8200459463
671	0.8185497527
672	0.8165809999
673	0.8156920206
674	0.8133175372
675	0.8112818707
676	0.8091340447
677	0.8070453409
678	0.8067040192
679	0.8064981327
680	0.8055195237
681	0.80475177
682	0.80372365
683	0.8019009135
684	0.8008948201
685	0.8007120461
686	0.7995645082
687	0.7973374076
688	0.7963090912
689	0.7953674386
690	0.7939664669
691	0.7937567963
692	0.7911063328
693	0.7896026398
694	0.7878182423
695	0.7854520193
696	0.7847575654
697	0.7845563063
698	0.7828202295
699	0.7815529976
700	0.7797439257
701	0.7778373806
702	0.7770539409
703	0.7768078003
704	0.774564163
705	0.7734388979
706	0.771586472
707	0.7697080978
708	0.7680966798
709	0.7660412437
710	0.763774504
711	0.7621984697
712	0.7613139015
713	0.7606670403
714	0.7594832211
715	0.7577390127
716	0.7557696011
717	0.7548747396
718	0.7527601335
719	0.7508620215
720	0.7486409639
721	0.7475748686
722	0.7461164116
723	0.744522471
724	0.7431084469
725	0.7417460689
726	0.7410763803
727	0.740118162
728	0.7387278079
729	0.7370722098
730	0.7354645804
731	0.7348999275
732	0.7338465856
733	0.7324593065
734	0.7312491622
735	0.7297888157
736	0.7287581327
737	0.7276675303
738	0.7267910309
739	0.7256742699
740	0.7240114919
741	0.7230728812
742	0.7212464931
743	0.7205930162
744	0.7193912124
745	0.7181205233
746	0.7172028873
747	0.7159139618
748	0.713758867
749	0.712896236
750	0.7109094738
751	0.7092565505
752	0.7075744381
753	0.7064350404
754	0.7052990134
755	0.7038391836
756	0.7019419044
757	0.7013183752
758	0.6998113996
759	0.6985806261
760	0.6971231947
761	0.6954884605
762	0.6941219746
763	0.6922045
764	0.6913418388
765	0.6904303774
766	0.6885506096
767	0.6868647793
768	0.6861142363
769	0.6855919253
770	0.68440806
771	0.6834105939
772	0.6816098171
773	0.6803785012
774	0.6789797986
775	0.6779714633
776	0.6770358812
777	0.6754273934
778	0.674198469
779	0.673964971
780	0.672389411
781	0.6717163581
782	0.6696125877
783	0.6678637447
784	0.6668819222
785	0.6664352279
786	0.6655281512
787	0.6650266069
788	0.6632653339
789	0.661853761
790	0.6613580843
791	0.659824737
792	0.6577432134
793	0.6568227881
794	0.6558536874
795	0.6544291646
796	0.653337733
797	0.6520979189
798	0.6506466221
799	0.6500993175
800	0.6491460255
801	0.6477037782
802	0.6464013365
803	0.6459865425
804	0.6447567231
805	0.6438677137
806	0.6431863161
807	0.6418164176
808	0.6407448089
809	0.6391176641
810	0.6370215825
811	0.6361569712
812	0.635426974
813	0.6346354443
814	0.6341915915
815	0.6329940165
816	0.6328721352
817	0.6325106773
818	0.6306916004
819	0.6292652048
820	0.6277475511
821	0.6265997851
822	0.6260923601
823	0.6246189337
824	0.6237203405
825	0.6228499185
826	0.6220688963
827	0.620621409
828	0.6199348214
829	0.6188392251
830	0.61798818
831	0.6173952151
832	0.6155434237
833	0.6140402455
834	0.6127573482
835	0.6112658177
836	0.6100716526
837	0.6091042713
838	0.6083588013
839	0.6070592064
840	0.6059436475
841	0.6051801013
842	0.6046000316
843	0.6028703631
844	0.6015665716
845	0.6009780978
846	0.5998065383
847	0.5983396688
848	0.5967933371
849	0.5956301956
850	0.5941669884
851	0.5929129014
852	0.5917005183
853	0.5910378739
854	0.5900595271
855	0.5890347028
856	0.5876379174
857	0.5864302221
858	0.5854977082
859	0.5850992478
860	0.5839549498
861	0.5828656078
862	0.5814333211
863	0.5806971393
864	0.5796887566
865	0.5781594583
866	0.5773750508
867	0.5766318348
868	0.5753949482
869	0.574474982
870	0.5739660026
871	0.5725827674
872	0.5717021127
873	0.5714067002
874	0.5696681867
875	0.5688414965
876	0.5679328893
877	0.5670502436
878	0.566777
879	0.5660093987
880	0.564911345
881	0.5639427917
882	0.5630428128
883	0.5619033547
884	0.5609756366
885	0.5602435046
886	0.5598465377
887	0.5595706824
888	0.559059902
889	0.5584533867
890	0.557854614
891	0.5573044218
892	0.5559662693
893	0.5549297791
894	0.5540380806
895	0.5535059983
896	0.5533623234
897	0.5527760262
898	0.5511952601
899	0.5509139279
900	0.5500830075
901	0.5495382669
902	0.5481814907
903	0.5478734685
904	0.5467290745
905	0.5458098412
906	0.5451775002
907	0.5447857205
908	0.5443100843
909	0.5428533934
910	0.5420801845
911	0.5415271891
912	0.5412675366
913	0.5406533412
914	0.5402491856
915	0.5401053757
916	0.5389305354
917	0.537770583
918	0.5368942459
919	0.5365858435
920	0.5358340154
921	0.535074783
922	0.534682983
923	0.5342878453
924	0.5334833841
925	0.5325081796
926	0.5321358263
927	0.5308782469
928	0.5302146029
929	0.5293991754
930	0.5286963364
931	0.5277520133
932	0.5268410772
933	0.5259723492
934	0.524889091
935	0.523648725
936	0.5227933269
937	0.5221642498
938	0.5216588044
939	0.5212859068
940	0.5206951646
941	0.5194204206
942	0.5185871316
943	0.5183169362
944	0.517612106
945	0.5167186424
946	0.5156114138
947	0.5152473692
948	0.5139253268
949	0.5128632754
950	0.5121071215
951	0.5113975103
952	0.5109339346
953	0.5107496957
954	0.5101054264
955	0.5093036421
956	0.5090240319
957	0.5082794805
958	0.5071660767
959	0.5066173878
960	0.5059517955
961	0.5048382567
962	0.5043500294
963	0.50367754
964	0.5032781661
965	0.5026222454
966	0.502216074
967	0.5019907061
968	0.5016258578
969	0.5005245795
970	0.4999508953
971	0.499147447
972	0.4989030174
973	0.4986672684
974	0.4977840675
975	0.4968350867
976	0.4966475847
977	0.4956898189
978	0.4951398259
979	0.4948336555
980	0.4938395568
981	0.4925974405
982	0.4914509761
983	0.4908534507
984	0.4897220417
985	0.4892809715
986	0.4887313237
987	0.4880881603
988	0.4877413903
989	0.486848426
990	0.486399462
991	0.4855151942
992	0.4848486053
993	0.4847206259
994	0.4844443455
995	0.4843216569
996	0.4839945095
997	0.483144236
998	0.4821176474
999	0.4811681526
