iter	RMSE
397	1080.917484
398	1079.993938
399	1079.142882
400	1077.306828
401	1075.594894
402	1074.626887
403	1072.994478
404	1072.573239
405	1071.936748
406	1070.044141
407	1067.065657
408	1066.256222
409	1065.793972
410	1065.273041
411	1064.882121
412	1063.883709
413	1062.09248
414	1059.594909
415	1058.639065
416	1057.723614
417	1055.969044
418	1054.918643
419	1053.241504
420	1052.816298
421	1051.921328
422	1051.212007
423	1049.297394
424	1047.056738
425	1045.615079
426	1045.29255
427	1043.085625
428	1040.852757
429	1040.541843
430	1038.826284
431	1037.194552
432	1035.718648
433	1035.169794
434	1033.305576
435	1032.065602
436	1030.763659
437	1029.184568
438	1028.394474
439	1028.092958
440	1027.414995
441	1027.121889
442	1026.365648
443	1024.422667
444	1024.138738
445	1021.615763
446	1021.338131
447	1020.05198
448	1018.943963
449	1018.044047
450	1016.643675
451	1014.726026
452	1013.864015
453	1012.264534
454	1011.231311
455	1010.79324
456	1009.472388
457	1007.157242
458	1006.031421
459	1005.220533
460	1004.438129
461	1003.585083
462	1002.833746
463	1002.231762
464	1001.466924
465	1000.886588
466	1000.155528
467	998.8026158
468	997.8367541
469	996.7337453
470	996.1561346
471	994.8836512
472	994.4028226
473	993.783353
474	993.2058359
475	992.0265687
476	991.4309268
477	989.3695021
478	988.3541391
479	986.198537
480	985.8725481
481	985.2122785
482	983.4450272
483	982.4724555
484	981.3807718
485	980.2669561
486	979.1712088
487	977.341631
488	976.1975291
489	975.5726419
490	974.5391952
491	973.7664284
492	973.0093172
493	971.8667951
494	970.1539507
495	969.1133901
496	968.0772624
497	966.4663037
498	965.5126289
499	964.5135304
500	963.7382498
501	962.0543948
502	961.1949363
503	960.8989934
504	959.8535283
505	958.943757
506	958.1561814
507	957.6846284
508	956.7842932
509	956.330493
510	955.8005185
511	955.3311805
512	954.4702416
513	953.4674585
514	953.2011783
515	952.5284073
516	951.5030688
517	950.8951036
518	949.3859441
519	949.129825
520	947.5908956
521	947.240956
522	946.2970027
523	944.8606155
524	943.5375663
525	942.6364939
526	942.4021192
527	941.207103
528	940.1033781
529	939.3178462
530	937.9022126
531	937.0540574
532	936.3441107
533	935.704532
534	934.8191228
535	933.4157961
536	932.4468728
537	931.6102404
538	930.4315953
539	930.2123971
540	929.421217
541	928.1223923
542	927.3115689
543	926.2545062
544	926.0325769
545	925.3846882
546	924.4926929
547	923.3867084
548	922.9030877
549	922.106511
550	921.2650506
551	920.4806716
552	919.7614506
553	918.7301476
554	917.7100364
555	916.9158887
556	916.1603313
557	915.5827229
558	914.9964392
559	914.0389053
560	913.4067434
561	912.6878922
562	911.7813132
563	911.0690723
564	910.409185
565	909.631676
566	909.0505905
567	907.239723
568	906.7187763
569	905.6801521
570	904.9129499
571	904.6015644
572	903.9395226
573	903.2677921
574	902.970089
575	902.1088846
576	901.6388927
577	901.1590425
578	900.6174869
579	899.6930805
580	899.2878389
581	897.631447
582	896.8018455
583	896.2466511
584	895.9795237
585	895.2757833
586	894.6992432
587	894.4459407
588	893.9874665
589	893.6533292
590	893.3950472
591	892.9047124
592	892.3767089
593	891.7990485
594	891.1517702
595	890.6205145
596	890.1606779
597	889.5898857
598	889.0310551
599	888.806676
600	888.2583936
601	887.726283
602	887.2544307
603	886.5302962
604	886.292889
605	885.8934718
606	885.51541
607	885.0587386
608	884.8341305
609	884.6389204
610	884.2230565
611	883.7085897
612	883.2318193
613	882.5965327
614	882.3710944
615	881.9273848
616	881.3399481
617	880.8443089
618	880.1161709
619	879.3241581
620	878.815137
621	878.3441503
622	877.9656257
623	877.1310896
624	876.5356574
625	875.9702167
626	875.2231826
627	874.7791719
628	874.3339393
629	874.0892288
630	873.5815233
631	872.8998166
632	872.4802066
633	871.7019851
634	871.2902651
635	870.8258323
636	870.4111078
637	870.0523857
638	869.5099835
639	869.0555109
640	868.2914021
641	867.7228148
642	867.1874499
643	866.9888366
644	866.4489799
645	865.9406969
646	865.5472678
647	864.8253699
648	864.2651394
649	863.4447658
650	862.4970259
651	861.7361132
652	861.0225738
653	860.3683631
654	859.5556577
655	859.1295988
656	858.5991846
657	858.0346376
658	857.1380771
659	856.5980962
660	856.1286051
661	855.4133229
662	854.9396414
663	854.2911103
664	853.0244329
665	852.6950089
666	852.1674812
667	851.850909
668	851.1520144
669	850.4955144
670	849.9364329
671	849.6333994
672	849.0146161
673	848.3210323
674	847.8841922
675	847.2167727
676	846.7584382
677	846.4386326
678	845.7967052
679	845.3307952
680	845.0682589
681	844.63488
682	844.232515
683	843.7235685
684	843.1528453
685	842.9701735
686	842.4365105
687	841.9791221
688	841.5441401
689	841.1519
690	840.6042254
691	839.4759495
692	838.3433426
693	837.2621249
694	836.7150571
695	836.342968
696	835.9223254
697	835.518488
698	834.7563324
699	834.3903458
700	834.0661344
701	833.5035671
702	832.8634744
703	832.5169575
704	832.1484209
705	831.715045
706	831.0124645
707	830.4495741
708	830.1171966
709	829.5263175
710	828.9216086
711	828.3296273
712	827.9042625
713	827.554191
714	827.021283
715	826.4170897
716	826.0542593
717	825.3791066
718	824.9313774
719	824.117601
720	823.7324924
721	823.2502366
722	822.6033251
723	822.2005496
724	821.9888092
725	821.4129642
726	820.9347475
727	820.5230685
728	820.0003835
729	819.3721186
730	818.8382555
731	818.3373444
732	817.7803921
733	817.3473325
734	816.8385106
735	816.5328484
736	815.9736022
737	815.3219846
738	815.0724326
739	814.7881799
740	814.5507008
741	814.2383663
742	813.6896103
743	813.1118406
744	812.5885073
745	812.2879749
746	811.7844583
747	811.2499716
748	810.831142
749	810.2735888
750	809.7784599
751	809.4684141
752	809.1329993
753	808.6641302
754	808.0204921
755	807.8853095
756	807.438563
757	807.0194019
758	806.6351902
759	806.5022615
760	806.3350942
761	805.7557071
762	805.4554259
763	805.0721192
764	804.7903881
765	804.2605591
766	804.138428
767	803.805948
768	803.5010611
769	803.2256273
770	802.8279856
771	802.5513366
772	802.0987773
773	801.5057269
774	801.3460677
775	801.026424
776	800.6288756
777	800.2683739
778	800.2232213
779	800.1014843
780	799.6741416
781	799.2722043
782	798.9215792
783	798.6685481
784	798.289448
785	798.2455862
786	797.9848442
787	797.7354258
788	797.5145277
789	797.4716653
790	797.3949035
791	797.0956525
792	796.4754869
793	796.4342889
794	795.9642541
795	795.5884445
796	795.514941
797	795.4435077
798	795.1443099
799	794.9661534
800	794.8966001
801	794.4797383
802	794.2633687
803	793.8284106
804	792.9100977
805	792.4737276
806	792.4076671
807	792.0611645
808	791.2205165
809	790.8823999
810	790.6670394
811	790.1214314
812	789.5477527
813	789.0863109
814	788.6965602
815	788.3710857
816	788.1347411
817	787.586549
818	787.0010307
819	786.9661035
820	786.5760815
821	786.2539921
822	786.219424
823	785.7168618
824	785.6828492
825	785.4308717
826	785.2279905
827	784.6685092
828	784.4162398
829	783.9092228
830	783.6159415
831	783.1283253
832	782.6023538
833	781.8107374
834	781.3239432
835	781.005088
836	780.8080613
837	780.3398968
838	779.7806241
839	779.0948963
840	779.060579
841	778.7624574
842	778.7286471
843	778.6953435
844	778.190596
845	777.6254251
846	777.3004553
847	776.956182
848	776.5580743
849	776.2437308
850	776.2109524
851	775.9508601
852	775.6540223
853	775.3822067
854	775.1974875
855	774.7952922
856	773.985959
857	773.7914906
858	773.5188295
859	773.1565517
860	772.8821079
861	772.5404874
862	772.1681616
863	771.8020247
864	771.1696599
865	770.7857881
866	770.7527079
867	770.5616462
868	769.8865249
869	769.4405156
870	769.0733971
871	768.5282445
872	768.2943534
873	767.7564939
874	767.2819502
875	767.1049083
876	766.627429
877	766.2756709
878	765.9575654
879	765.2047704
880	765.0112793
881	764.330447
882	763.8185428
883	763.3485242
884	762.928308
885	762.6279563
886	762.3902576
887	762.1689473
888	761.8232375
889	761.3275132
890	761.1254227
891	760.9344106
892	760.6320631
893	760.1073414
894	759.727335
895	759.3373756
896	759.0151166
897	758.7312398
898	758.2936261
899	757.872794
900	757.4683395
901	756.9758574
902	756.9224852
903	756.5320189
904	756.1733743
905	755.8813352
906	755.8292035
907	755.5481364
908	755.4971576
909	755.44719
910	755.1440624
911	754.8870869
912	754.546584
913	754.4973973
914	754.4491834
915	754.4019212
916	754.0099539
917	753.5618177
918	753.194057
919	753.1479925
920	752.5255703
921	752.2402722
922	752.0628714
923	751.6018742
924	751.5584302
925	751.5158047
926	750.9911513
927	750.6683975
928	749.9260849
929	749.6275041
930	749.4614688
931	749.117853
932	748.8250471
933	748.5568611
934	748.1766687
935	748.1340953
936	747.813441
937	747.556645
938	747.2432866
939	747.2014417
940	747.1603747
941	746.6643434
942	746.624006
943	746.5844127
944	746.5455471
945	746.5073933
946	746.1649932
947	746.1249106
948	746.088038
949	746.0492838
950	746.0136196
951	745.9786033
952	745.9416442
953	745.9054009
954	745.5217271
955	745.1443026
956	744.7997787
957	744.2938808
958	743.8956436
959	743.862249
960	743.8272564
961	743.7227607
962	743.690931
963	743.6576726
964	743.3004177
965	743.2078869
966	743.1775513
967	742.8272525
968	742.4284498
969	742.3982769
970	742.0811652
971	742.0531029
972	741.8992005
973	741.8717313
974	741.366918
975	741.2806308
976	740.8807636
977	740.1873231
978	739.9723382
979	739.8580344
980	739.1948836
981	739.1503859
982	738.9521656
983	738.6690974
984	738.1915034
985	738.0345384
986	737.9249495
987	737.542261
988	737.4367785
989	737.1261321
990	736.9517692
991	736.9055161
992	736.3583575
993	736.0301597
994	735.7739877
995	735.7490801
996	735.5522376
997	735.3221023
998	735.2775268
999	734.8797529
